INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,nearest_station,station_list
20230330-2046-05,200 S CHURCH ST,28202,35.22733,-80.845307,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Other Unlisted Non-Criminal,2023-03-30,2023,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.845307 35.22733),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20250406-1211-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Other - Open Area,Trespass Of Real Property,2025-04-06,2025,12,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20230922-1052-00,200 N CALDWELL ST,28202,35.224565,-80.837927,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Intimidation,2023-09-22,2023,10,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.837927 35.224565),7th Street,"['7th Street', 'CTC/Arena']"
20210227-1411-00,200 N CHURCH ST,28203,35.228926,-80.843025,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2021-02-27,2021,14,Saturday,1,Property Theft and Vandalism,POINT (-80.843025 35.228926),CTC/Arena,['CTC/Arena']
20240507-0657-02,200 E BLAND ST,28203,35.217008,-80.854286,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,Pocket-Picking,2024-05-07,2024,6,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.854286 35.217008),Bland,['Bland']
20240607-1813-03,300 E 7TH ST,28202,35.228585,-80.838701,Central,476,Outdoors,Open Area,Other - Open Area,Other Unlisted Non-Criminal,2024-06-07,2024,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20250121-0931-03,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Other,Open Area,Cyberspace,Pornography/Obscene Material,2025-01-21,2025,9,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20180331-0257-00,500 E 8TH ST,28202,35.226813,-80.834672,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Suicide,2018-03-31,2018,2,Saturday,6,"""Violent and Harmful Offenses""",POINT (-80.834672 35.226813),7th Street,"['7th Street', '9th Street']"
20191103-2009-00,200 E BLAND ST,28203,35.217008,-80.854286,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2019-11-03,2019,20,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.854286 35.217008),Bland,['Bland']
20250526-1113-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2025-05-26,2025,11,Weekday,1,Property Theft and Vandalism,POINT (-80.837638 35.232696),9th Street,['9th Street']
20191105-1624-03,600 N DAVIDSON ST,28202,35.22752,-80.831546,Central,476,Indoors,Retail,Convenience Store,Shoplifting,2019-11-05,2019,16,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.831546 35.22752),9th Street,['9th Street']
20180531-1822-03,400 S CHURCH ST,28202,35.225846,-80.847447,Central,476,Indoors,Commercial Place,Office,Missing Person,2018-05-31,2018,18,Weekday,9,Non-Criminal Incident Reports,POINT (-80.847447 35.225846),3rd St/Convention,['3rd St/Convention']
20190418-1610-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Indoors,Public/Non-Residential,Government Building,Forcible Fondling,2019-04-18,2019,16,Weekday,4,Sexual Violent Crimes,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20190628-2130-00,500 E MARTIN LUTHER KING JR BV,28202,35.221184,-80.842679,Central,476,Parking Deck,Commercial Place,Hotel/Motel,Other Unlisted Non-Criminal,2019-06-28,2019,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.842679 35.221184),3rd St/Convention,"['3rd St/Convention', 'Brooklyn Village']"
20211203-1814-00,500 E 6TH ST,28202,35.225305,-80.836821,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,All Other Thefts,2021-12-03,2021,18,Weekday,1,Property Theft and Vandalism,POINT (-80.836821 35.225305),7th Street,"['7th Street', 'CTC/Arena']"
20250530-2027-01,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Open Area,Other - Open Area,Drug/Narcotic Violations,2025-05-30,2025,20,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20170825-1058-00,100 E 8TH ST,28202,35.230244,-80.838738,Central,476,Indoors,Commercial Place,Other - Commercial Place,All Other Thefts,2017-08-25,2017,10,Weekday,1,Property Theft and Vandalism,POINT (-80.838738 35.230244),9th Street,['9th Street']
20170815-1607-01,600 S COLLEGE ST,28202,35.222488,-80.847424,Central,476,Outdoors,Open Area,Construction Site,All Other Thefts,2017-08-15,2017,16,Weekday,1,Property Theft and Vandalism,POINT (-80.847424 35.222488),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20170107-0945-00,300 S COLLEGE ST,28202,35.224709,-80.844206,Central,476,Indoors,Commercial Place,Fitness Center,Other Unlisted Non-Criminal,2017-01-07,2017,9,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.844206 35.224709),3rd St/Convention,"['3rd St/Convention', 'CTC/Arena', 'Brooklyn Village']"
20230924-2158-00,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2023-09-24,2023,21,Sunday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20260112-1301-01,100 E 5TH ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2026-01-12,2026,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20250809-2253-01,100 S TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Other - Open Area,Simple Assault,2025-08-09,2025,22,Saturday,4,Sexual Violent Crimes,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20180525-1837-04,100 S BREVARD ST,28202,35.224569,-80.839996,Central,476,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2018-05-25,2018,18,Weekday,1,Property Theft and Vandalism,POINT (-80.839996 35.224569),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20180111-1138-01,600 E TRADE ST,28202,35.222915,-80.83802,Central,476,Outdoors,Open Area,Construction Site,Damage/Vandalism Of Property,2018-01-11,2018,11,Weekday,1,Property Theft and Vandalism,POINT (-80.83802 35.222915),CTC/Arena,"['CTC/Arena', '7th Street']"
20220709-1341-02,400 E 12TH ST,28202,35.230711,-80.831337,Central,476,Parking Lot,Open Area,Other - Open Area,Other Unlisted Non-Criminal,2022-07-09,2022,13,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.831337 35.230711),9th Street,['9th Street']
20170509-0315-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,All Other Offenses,2017-05-09,2017,3,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20191026-2353-01,200 S BREVARD ST,28202,35.223788,-80.841164,Central,476,Parking Lot,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2019-10-26,2019,23,Saturday,1,Property Theft and Vandalism,POINT (-80.841164 35.223788),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20210807-0020-00,1400 S TRYON ST,28203,35.216686,-80.855588,Central,339,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2021-08-07,2021,0,Saturday,4,Sexual Violent Crimes,POINT (-80.855588 35.216686),Bland,['Bland']
20200531-0556-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,Damage/Vandalism Of Property,2020-05-31,2020,5,Sunday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20191109-1659-08,200 E BLAND ST,28215,35.217008,-80.854286,Central,339,Indoors,Commercial Place,Bar/Tavern/Nightclub,Other Unlisted Non-Criminal,2019-11-09,2019,16,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.854286 35.217008),Bland,['Bland']
20190408-1252-01,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Purse-Snatching,2019-04-08,2019,12,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20220324-0828-00,900 N COLLEGE ST,28206,35.232917,-80.832622,Central,476,Outdoors,Open Area,Street/Highway,Other Unlisted Non-Criminal,2022-03-24,2022,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832622 35.232917),9th Street,['9th Street']
20231121-0831-01,100 N TRYON ST,28202,35.227199,-80.843083,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2023-11-21,2023,8,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20260103-2117-01,1400 S TRYON ST,28202,35.216686,-80.855588,Central,339,Outdoors,Public/Non-Residential,Other - Public/Non-Residential,Weapon Law Violations,2026-01-03,2026,21,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.855588 35.216686),Bland,['Bland']
20240914-1308-03,300 ARLINGTON AV,28203,35.217197,-80.852903,Central,3,Parking Lot,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2024-09-14,2024,13,Saturday,1,Property Theft and Vandalism,POINT (-80.852903 35.217197),Bland,['Bland']
20210222-1533-00,500 E 9TH ST,28202,35.227445,-80.833772,Central,476,Indoors,Residential,Apartment/Duplex Private Res,False Pretenses/Swindle,2021-02-22,2021,15,Weekday,0,Fraudulent Financial Crimes,POINT (-80.833772 35.227445),9th Street,"['9th Street', '7th Street']"
20240311-1006-01,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,All Other Thefts,2024-03-11,2024,10,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20250626-1954-03,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Commercial Place,Restaurant/Diner/Coffee Shop,All Other Thefts,2025-06-26,2025,19,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20241110-1736-03,100 E 5TH ST,28202,35.227994,-80.841946,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2024-11-10,2024,17,Sunday,1,Property Theft and Vandalism,POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20220618-0037-00,300 DOGGETT ST,28203,35.211847,-80.863387,Central,388,Indoors,Residential,Apartment/Duplex Private Res,Robbery,2022-06-18,2022,0,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.863387 35.211847),East/West,['East/West']
20250919-2149-02,400 E BROOKLYN VILLAGE AV,28202,35.220786,-80.845514,Central,476,Parking Deck,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,2025-09-19,2025,21,Weekday,1,Property Theft and Vandalism,POINT (-80.845514 35.220786),Brooklyn Village,"['Brooklyn Village', '3rd St/Convention']"
20200605-0021-00,600 E 6TH ST,28208,35.224467,-80.835845,Central,476,Outdoors,Open Area,Street/Highway,Drug Equipment Violations,2020-06-05,2020,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.835845 35.224467),7th Street,['7th Street']
20180502-0037-00,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Public/Non-Residential,Air/Bus/Train Terminal,Other Unlisted Non-Criminal,2018-05-02,2018,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240310-0828-01,1500 SOUTH BV,28203,35.214569,-80.854568,Central,3,Other,Commercial Place,Office,Other Unlisted Non-Criminal,2024-03-10,2024,8,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.854568 35.214569),Bland,['Bland']
20180301-1229-03,600 E 4TH ST,28202,35.2221,-80.839211,Central,476,Other,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2018-03-01,2018,12,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839211 35.2221),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20230603-2329-00,100 W 5TH ST,28202,35.227994,-80.841946,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,Pocket-Picking,2023-06-03,2023,23,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20190314-1012-02,300 E TRADE ST,28202,35.226243,-80.841973,Central,476,Outdoors,Public/Non-Residential,Air/Bus/Train Terminal,Other Unlisted Non-Criminal,2019-03-14,2019,10,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240410-1201-00,2000 SOUTH BV,28203,35.209772,-80.859833,Central,3,Parking Lot,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2024-04-10,2024,12,Weekday,1,Property Theft and Vandalism,POINT (-80.859833 35.209772),East/West,['East/West']
20251007-1721-00,300 E 4TH ST,28202,35.225467,-80.843098,Central,476,Outdoors,Commercial Place,Other - Commercial Place,Drug/Narcotic Violations,2025-10-07,2025,17,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.843098 35.225467),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20201017-2122-00,100 E MOREHEAD ST,28203,35.22042,-80.850626,Central,476,Parking Lot,Open Area,Street/Highway,Damage/Vandalism Of Property,2020-10-17,2020,21,Saturday,1,Property Theft and Vandalism,POINT (-80.850626 35.22042),Carson,"['Carson', 'Brooklyn Village']"
20191214-2006-00,300 E TRADE ST,28203,35.226243,-80.841973,Central,476,Other,Commercial Place,Bus - CATS Bus/Vehicle,All Other Thefts,2019-12-14,2019,20,Saturday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20240105-2330-02,400 E 11TH ST,28202,35.229947,-80.832388,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-01-05,2024,23,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.832388 35.229947),9th Street,['9th Street']
20220821-1353-03,300 S CHURCH ST,28202,35.226138,-80.847028,Central,476,Indoors,Open Area,Public Park/Playground,All Other Thefts,2022-08-21,2022,13,Sunday,1,Property Theft and Vandalism,POINT (-80.847028 35.226138),3rd St/Convention,['3rd St/Convention']
20200303-0956-05,500 N CHURCH ST,28202,35.231162,-80.839797,Central,476,Indoors,Public/Non-Residential,Government Building,Burglary/B&E,2020-03-03,2020,9,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.839797 35.231162),9th Street,['9th Street']
20220607-1144-00,200 N TRYON ST,28202,35.227994,-80.841946,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2022-06-07,2022,11,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841946 35.227994),CTC/Arena,"['CTC/Arena', '7th Street']"
20190424-0801-02,100 E 7TH ST,28202,35.229505,-80.839786,Central,476,Parking Lot,Public/Non-Residential,Government Building,Other Unlisted Non-Criminal,2019-04-24,2019,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.839786 35.229505),7th Street,"['7th Street', '9th Street']"
20220623-2003-00,500 E TRADE ST,28202,35.223768,-80.839041,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft From Motor Vehicle,2022-06-23,2022,20,Weekday,1,Property Theft and Vandalism,POINT (-80.839041 35.223768),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20220311-1545-00,200 E BLAND ST,28203,35.217008,-80.854286,Central,3,Indoors,Residential,Private Residence,Simple Assault,2022-03-11,2022,15,Weekday,4,Sexual Violent Crimes,POINT (-80.854286 35.217008),Bland,['Bland']
20180511-0203-01,700 E 7TH ST,28202,35.224416,-80.833784,Central,476,Outdoors,Open Area,Street/Highway,Driving Under The Influence,2018-05-11,2018,2,Weekday,1,Property Theft and Vandalism,POINT (-80.833784 35.224416),7th Street,['7th Street']
20180416-1241-00,200 E 7TH ST,28202,35.228585,-80.838701,Central,476,Indoors,Commercial Place,Restaurant/Diner/Coffee Shop,Counterfeiting/Forgery,2018-04-16,2018,12,Weekday,8,Fraudulent Identity Crimes,POINT (-80.838701 35.228585),7th Street,"['7th Street', '9th Street', 'CTC/Arena']"
20240725-1958-00,200 E BLAND ST,28212,35.217008,-80.854286,Central,339,Parking Lot,Open Area,Other - Open Area,Drug/Narcotic Violations,2024-07-25,2024,19,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.854286 35.217008),Bland,['Bland']
20200907-1312-01,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Outdoors,Open Area,Street/Highway,Intimidation,2020-09-07,2020,13,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20170610-2057-00,100 N TRYON ST,28246,35.227199,-80.843083,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2017-06-10,2017,20,Saturday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20180424-0254-02,300 FIRST WARD CT,28202,35.227552,-80.832126,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Simple Assault,2018-04-24,2018,2,Weekday,4,Sexual Violent Crimes,POINT (-80.832126 35.227552),9th Street,['9th Street']
20180512-2356-00,500 N TRYON ST,28202,35.230244,-80.838738,Central,476,Outdoors,Open Area,Other - Open Area,Simple Assault,2018-05-12,2018,23,Saturday,4,Sexual Violent Crimes,POINT (-80.838738 35.230244),9th Street,['9th Street']
20210906-1545-01,100 S TRYON ST,28280,35.227199,-80.843083,Central,476,Indoors,Retail,Other - Retail,Shoplifting,2021-09-06,2021,15,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.843083 35.227199),CTC/Arena,"['CTC/Arena', '3rd St/Convention']"
20211019-1414-00,600 N TRYON ST,28202,35.231598,-80.836839,Central,476,Outdoors,Open Area,Street/Highway,Simple Assault,2021-10-19,2021,14,Weekday,4,Sexual Violent Crimes,POINT (-80.836839 35.231598),9th Street,['9th Street']
20221025-1421-00,1500 SOUTHWOOD AV,28203,35.217406,-80.860021,Central,339,Indoors,Residential,Private Residence,Simple Assault,2022-10-25,2022,14,Weekday,4,Sexual Violent Crimes,POINT (-80.860021 35.217406),Bland,['Bland']
20240727-1456-00,600 N CHURCH ST,28202,35.232696,-80.837638,Central,476,Indoors,Residential,Private Residence,All Other Offenses,2024-07-27,2024,14,Saturday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.837638 35.232696),9th Street,['9th Street']
20170130-0007-01,200 E TRADE ST,28202,35.226243,-80.841973,Central,476,Indoors,Commercial Place,Theater,Other Unlisted Non-Criminal,2017-01-30,2017,0,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.841973 35.226243),CTC/Arena,"['CTC/Arena', '3rd St/Convention', '7th Street']"
20180226-0704-06,1500 S CHURCH ST,28203,35.21775,-80.858398,Central,339,Parking Lot,Open Area,Street/Highway,Theft From Motor Vehicle,2018-02-26,2018,7,Weekday,1,Property Theft and Vandalism,POINT (-80.858398 35.21775),Bland,['Bland']
20171229-1926-02,700 N BREVARD ST,28202,35.229178,-80.833469,Central,476,Outdoors,Open Area,Street/Highway,Drug/Narcotic Violations,2017-12-29,2017,19,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.833469 35.229178),9th Street,['9th Street']
