INCIDENT_REPORT_ID,LOCATION,ZIP,LATITUDE_PUBLIC,LONGITUDE_PUBLIC,CMPD_PATROL_DIVISION,NPA,LOCATION_TYPE_DESCRIPTION,PLACE_TYPE_DESCRIPTION,PLACE_DETAIL_DESCRIPTION,HIGHEST_NIBRS_DESCRIPTION,date,year,hour,day_type,cluster,cluster_title,geometry,index_right,name,lat,lon,tempmax,tempmin,temp,precip,precipcover,cloudcover,humidity,windspeed,visibility,snow,conditions
20170510-2222-04,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2017-05-10,2017,22,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,87.1,54.9,72.4,0.0,0.0,25.4,60.6,9.9,9.4,0.0,Partially cloudy
20170510-2222-04,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2017-05-10,2017,22,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,87.1,54.9,72.4,0.0,0.0,25.4,60.6,9.9,9.4,0.0,Partially cloudy
20170510-2222-04,200 E TRADE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Thefts,2017-05-10,2017,22,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,87.1,54.9,72.4,0.0,0.0,25.4,60.6,9.9,9.4,0.0,Partially cloudy
20250420-0851-00,2100 HAWKINS ST,28203,35.21,-80.86,Central,338,Other,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2025-04-20,2025,8,Sunday,1,Property Theft and Vandalism,POINT (-80.86189 35.210672),7,East/West,35.21194,-80.85917,83.0,64.1,73.3,0.0,0.0,68.7,62.7,12.7,9.9,0.0,Partially cloudy
20170220-1516-01,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-02-20,2017,15,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),1,7th Street,35.22722,-80.83806,73.0,39.0,57.9,0.0,0.0,29.8,54.4,8.1,9.9,0.0,Partially cloudy
20170220-1516-01,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-02-20,2017,15,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),2,CTC/Arena,35.225,-80.84139,73.0,39.0,57.9,0.0,0.0,29.8,54.4,8.1,9.9,0.0,Partially cloudy
20170220-1516-01,200 E TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Bar/Tavern/Nightclub,All Other Thefts,2017-02-20,2017,15,Weekday,1,Property Theft and Vandalism,POINT (-80.841973 35.226243),3,3rd St/Convention,35.22361,-80.84306,73.0,39.0,57.9,0.0,0.0,29.8,54.4,8.1,9.9,0.0,Partially cloudy
20240414-1840-03,500 E TRADE ST,28202,35.22,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft of Motor Vehicle Parts from Vehicle,2024-04-14,2024,18,Sunday,1,Property Theft and Vandalism,POINT (-80.839041 35.223768),1,7th Street,35.22722,-80.83806,83.8,45.7,66.2,0.0,0.0,18.7,45.2,13.6,9.9,0.0,Clear
20240414-1840-03,500 E TRADE ST,28202,35.22,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft of Motor Vehicle Parts from Vehicle,2024-04-14,2024,18,Sunday,1,Property Theft and Vandalism,POINT (-80.839041 35.223768),2,CTC/Arena,35.225,-80.84139,83.8,45.7,66.2,0.0,0.0,18.7,45.2,13.6,9.9,0.0,Clear
20240414-1840-03,500 E TRADE ST,28202,35.22,-80.84,Central,476,Parking Lot,Commercial Place,Other - Commercial Place,Theft of Motor Vehicle Parts from Vehicle,2024-04-14,2024,18,Sunday,1,Property Theft and Vandalism,POINT (-80.839041 35.223768),3,3rd St/Convention,35.22361,-80.84306,83.8,45.7,66.2,0.0,0.0,18.7,45.2,13.6,9.9,0.0,Clear
20191230-1010-00,900 N COLLEGE ST,28206,35.23,-80.83,Central,476,Indoors,Residential,Other - Residential,All Other Thefts,2019-12-30,2019,10,Weekday,1,Property Theft and Vandalism,POINT (-80.832622 35.232917),0,9th Street,35.2297,-80.835,69.5,51.1,64.1,0.0,0.0,49.8,58.2,19.1,9.9,0.0,Partially cloudy
20240315-1823-03,600 S CALDWELL ST,28202,35.22,-80.85,Central,476,Indoors,Retail,Drug Store,Shoplifting,2024-03-15,2024,18,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.84663 35.219373),4,Brooklyn Village,35.22139,-80.84694,66.6,56.9,62.5,0.515,12.5,78.9,70.5,10.6,6.8,0.0,"Rain, Partially cloudy"
20201211-2214-00,300 S CHURCH ST,28202,35.23,-80.85,Central,476,Outdoors,Open Area,Public Park/Playground,Simple Assault,2020-12-11,2020,22,Weekday,4,Sexual Violent Crimes,POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,64.4,36.9,51.0,0.0,0.0,34.1,70.8,8.9,9.8,0.0,Partially cloudy
20251014-1536-01,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2025-10-14,2025,15,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.844208 35.226412),2,CTC/Arena,35.225,-80.84139,80.7,55.5,68.1,0.0,0.0,4.1,62.4,10.7,9.8,0.0,Clear
20251014-1536-01,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,Intimidation,2025-10-14,2025,15,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.844208 35.226412),3,3rd St/Convention,35.22361,-80.84306,80.7,55.5,68.1,0.0,0.0,4.1,62.4,10.7,9.8,0.0,Clear
20230827-0822-00,1400 S CHURCH ST,28203,35.22,-80.86,Central,339,Parking Deck,Residential,Apartment/Duplex Private Res,Theft From Motor Vehicle,2023-08-27,2023,8,Sunday,1,Property Theft and Vandalism,POINT (-80.857294 35.219246),6,Bland,35.21583,-80.85528,93.3,71.8,79.4,0.945,29.17,62.2,78.1,12.4,9.5,0.0,"Rain, Partially cloudy"
20250728-1356-00,300 S CHURCH ST,28201,35.23,-80.85,Central,476,Outdoors,Open Area,Public Park/Playground,Drug/Narcotic Violations,2025-07-28,2025,13,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847028 35.226138),3,3rd St/Convention,35.22361,-80.84306,98.8,78.9,88.1,0.0,0.0,52.0,58.0,11.2,9.9,0.0,Partially cloudy
20251021-0742-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Government Building,Missing Person,2025-10-21,2025,7,Weekday,9,Non-Criminal Incident Reports,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,78.2,45.4,61.3,0.0,0.0,17.1,56.9,17.5,9.8,0.0,Clear
20251021-0742-01,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Government Building,Missing Person,2025-10-21,2025,7,Weekday,9,Non-Criminal Incident Reports,POINT (-80.83802 35.222915),2,CTC/Arena,35.225,-80.84139,78.2,45.4,61.3,0.0,0.0,17.1,56.9,17.5,9.8,0.0,Clear
20240116-0830-00,500 E 4TH ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-01-16,2024,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,44.5,26.8,36.8,0.148,25.0,79.1,70.3,15.4,8.4,0.0,"Rain, Partially cloudy"
20240116-0830-00,500 E 4TH ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-01-16,2024,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,44.5,26.8,36.8,0.148,25.0,79.1,70.3,15.4,8.4,0.0,"Rain, Partially cloudy"
20240116-0830-00,500 E 4TH ST,28202,35.22,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2024-01-16,2024,8,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840194 35.222953),3,3rd St/Convention,35.22361,-80.84306,44.5,26.8,36.8,0.148,25.0,79.1,70.3,15.4,8.4,0.0,"Rain, Partially cloudy"
20230420-1253-04,600 S COLLEGE ST,28202,35.22,-80.85,Central,476,Indoors,Commercial Place,ATM,Credit Card/Teller Fraud,2023-04-20,2023,12,Weekday,0,Fraudulent Financial Crimes,POINT (-80.847424 35.222488),3,3rd St/Convention,35.22361,-80.84306,83.9,56.9,71.2,0.0,0.0,35.8,46.1,13.1,9.9,0.0,Partially cloudy
20230420-1253-04,600 S COLLEGE ST,28202,35.22,-80.85,Central,476,Indoors,Commercial Place,ATM,Credit Card/Teller Fraud,2023-04-20,2023,12,Weekday,0,Fraudulent Financial Crimes,POINT (-80.847424 35.222488),4,Brooklyn Village,35.22139,-80.84694,83.9,56.9,71.2,0.0,0.0,35.8,46.1,13.1,9.9,0.0,Partially cloudy
20181205-2147-01,200 W MARTIN LUTHER KING JR BV,28203,35.23,-80.85,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,Simple Assault,2018-12-05,2018,21,Weekday,4,Sexual Violent Crimes,POINT (-80.847447 35.225846),3,3rd St/Convention,35.22361,-80.84306,47.5,30.7,41.1,0.0,0.0,62.8,52.5,16.9,9.9,0.0,Partially cloudy
20190916-0823-00,1800 SOUTH BV,28203,35.21,-80.86,Central,3,Parking Lot,Public/Non-Residential,Air/Bus/Train Terminal,Theft From Motor Vehicle,2019-09-16,2019,8,Weekday,1,Property Theft and Vandalism,POINT (-80.857709 35.211751),7,East/West,35.21194,-80.85917,93.9,69.1,80.0,0.0,0.0,12.7,62.9,8.9,9.2,0.0,Clear
20190603-1436-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2019-06-03,2019,14,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),2,CTC/Arena,35.225,-80.84139,85.8,62.3,76.5,0.0,0.0,34.8,53.8,11.2,8.4,0.0,Partially cloudy
20190603-1436-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2019-06-03,2019,14,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),3,3rd St/Convention,35.22361,-80.84306,85.8,62.3,76.5,0.0,0.0,34.8,53.8,11.2,8.4,0.0,Partially cloudy
20190603-1436-00,300 S COLLEGE ST,28202,35.22,-80.84,Central,476,Indoors,Public/Non-Residential,Other - Public/Non-Residential,All Other Thefts,2019-06-03,2019,14,Weekday,1,Property Theft and Vandalism,POINT (-80.844206 35.224709),4,Brooklyn Village,35.22139,-80.84694,85.8,62.3,76.5,0.0,0.0,34.8,53.8,11.2,8.4,0.0,Partially cloudy
20170528-0143-02,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Drug Equipment Violations,2017-05-28,2017,1,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),1,7th Street,35.22722,-80.83806,84.7,65.5,75.4,0.08,8.33,47.9,69.7,13.3,9.8,0.0,"Rain, Partially cloudy"
20170528-0143-02,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Drug Equipment Violations,2017-05-28,2017,1,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),2,CTC/Arena,35.225,-80.84139,84.7,65.5,75.4,0.08,8.33,47.9,69.7,13.3,9.8,0.0,"Rain, Partially cloudy"
20170528-0143-02,200 N COLLEGE ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Drug Equipment Violations,2017-05-28,2017,1,Sunday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.840856 35.227041),3,3rd St/Convention,35.22361,-80.84306,84.7,65.5,75.4,0.08,8.33,47.9,69.7,13.3,9.8,0.0,"Rain, Partially cloudy"
20230418-1932-01,100 E 4TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,All Other Thefts,2023-04-18,2023,19,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),2,CTC/Arena,35.225,-80.84139,78.0,44.5,62.0,0.0,0.0,8.3,37.9,12.0,9.8,0.0,Clear
20230418-1932-01,100 E 4TH ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Other - Open Area,All Other Thefts,2023-04-18,2023,19,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),3,3rd St/Convention,35.22361,-80.84306,78.0,44.5,62.0,0.0,0.0,8.3,37.9,12.0,9.8,0.0,Clear
20190408-0408-00,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Commercial Place,Hotel/Motel,All Other Thefts,2019-04-08,2019,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,79.6,62.7,68.4,1.023,37.5,72.1,83.4,13.3,6.3,0.0,"Rain, Partially cloudy"
20190408-0408-00,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Commercial Place,Hotel/Motel,All Other Thefts,2019-04-08,2019,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,79.6,62.7,68.4,1.023,37.5,72.1,83.4,13.3,6.3,0.0,"Rain, Partially cloudy"
20190408-0408-00,200 S CALDWELL ST,28202,35.22,-80.84,Central,476,Other,Commercial Place,Hotel/Motel,All Other Thefts,2019-04-08,2019,4,Weekday,1,Property Theft and Vandalism,POINT (-80.840194 35.222953),3,3rd St/Convention,35.22361,-80.84306,79.6,62.7,68.4,1.023,37.5,72.1,83.4,13.3,6.3,0.0,"Rain, Partially cloudy"
20241216-1824-03,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2024-12-16,2024,18,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),2,CTC/Arena,35.225,-80.84139,54.2,39.7,46.9,0.017,8.33,97.0,89.9,6.7,5.1,0.0,"Rain, Overcast"
20241216-1824-03,200 S TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,Motor Vehicle Theft,2024-12-16,2024,18,Weekday,1,Property Theft and Vandalism,POINT (-80.844208 35.226412),3,3rd St/Convention,35.22361,-80.84306,54.2,39.7,46.9,0.017,8.33,97.0,89.9,6.7,5.1,0.0,"Rain, Overcast"
20250719-2236-01,200 W MARTIN LUTHER KING JR BV,28202,35.23,-80.85,Central,476,Indoors,Retail,Convenience Store,Shoplifting,2025-07-19,2025,22,Saturday,7,"""Financial and Personal Crimes""",POINT (-80.847447 35.225846),3,3rd St/Convention,35.22361,-80.84306,94.2,76.8,85.2,0.0,0.0,59.2,62.9,16.3,9.9,0.0,Partially cloudy
20180726-1859-00,1800 S TRYON ST,28203,35.21,-80.86,Central,388,Indoors,Retail,Other - Retail,False Pretenses/Swindle,2018-07-26,2018,18,Weekday,0,Fraudulent Financial Crimes,POINT (-80.861858 35.213987),7,East/West,35.21194,-80.85917,91.0,67.9,79.4,0.0,0.0,54.4,73.6,5.9,7.8,0.0,Partially cloudy
20171213-1109-03,300 W TRADE ST,28202,35.23,-80.85,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Credit Card/Teller Fraud,2017-12-13,2017,11,Weekday,0,Fraudulent Financial Crimes,POINT (-80.84514 35.228968),2,CTC/Arena,35.225,-80.84139,47.1,26.4,36.9,0.0,0.0,13.7,32.8,18.5,9.9,0.0,Clear
20180926-1427-03,1300 S COLLEGE ST,28203,35.22,-80.85,Central,339,Parking Deck,Open Area,Other - Open Area,All Other Offenses,2018-09-26,2018,14,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.853307 35.217864),6,Bland,35.21583,-80.85528,88.0,66.9,75.7,0.35,20.83,55.0,85.3,15.0,7.7,0.0,"Rain, Partially cloudy"
20220618-1455-01,100 W TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2022-06-18,2022,14,Saturday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),2,CTC/Arena,35.225,-80.84139,90.8,68.5,79.3,0.0,0.0,21.4,54.7,15.1,9.5,0.0,Partially cloudy
20220618-1455-01,100 W TRADE ST,28202,35.23,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2022-06-18,2022,14,Saturday,1,Property Theft and Vandalism,POINT (-80.843083 35.227199),3,3rd St/Convention,35.22361,-80.84306,90.8,68.5,79.3,0.0,0.0,21.4,54.7,15.1,9.5,0.0,Partially cloudy
20210202-0952-01,200 S CALDWELL ST,28273,35.22,-80.84,Central,476,Indoors,Open Area,Street/Highway,Impersonation,2021-02-02,2021,9,Weekday,8,Fraudulent Identity Crimes,POINT (-80.840194 35.222953),1,7th Street,35.22722,-80.83806,44.7,33.2,37.3,0.0,0.0,75.0,50.9,15.6,9.9,0.0,Partially cloudy
20210202-0952-01,200 S CALDWELL ST,28273,35.22,-80.84,Central,476,Indoors,Open Area,Street/Highway,Impersonation,2021-02-02,2021,9,Weekday,8,Fraudulent Identity Crimes,POINT (-80.840194 35.222953),2,CTC/Arena,35.225,-80.84139,44.7,33.2,37.3,0.0,0.0,75.0,50.9,15.6,9.9,0.0,Partially cloudy
20210202-0952-01,200 S CALDWELL ST,28273,35.22,-80.84,Central,476,Indoors,Open Area,Street/Highway,Impersonation,2021-02-02,2021,9,Weekday,8,Fraudulent Identity Crimes,POINT (-80.840194 35.222953),3,3rd St/Convention,35.22361,-80.84306,44.7,33.2,37.3,0.0,0.0,75.0,50.9,15.6,9.9,0.0,Partially cloudy
20210710-2055-01,200 DOGGETT ST,28203,35.21,-80.86,Central,388,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2021-07-10,2021,20,Saturday,1,Property Theft and Vandalism,POINT (-80.862719 35.211775),7,East/West,35.21194,-80.85917,88.9,69.2,80.1,0.001,4.17,59.3,71.3,8.8,9.1,0.0,"Rain, Partially cloudy"
20230220-1240-01,100 W BLAND ST,28203,35.22,-80.86,Central,339,Outdoors,Commercial Place,Other - Commercial Place,Damage/Vandalism Of Property,2023-02-20,2023,12,Weekday,1,Property Theft and Vandalism,POINT (-80.856054 35.218355),6,Bland,35.21583,-80.85528,68.9,44.9,57.6,0.0,0.0,76.1,58.6,13.9,9.9,0.0,Partially cloudy
20180204-1740-02,500 N CALDWELL ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,2018-02-04,2018,17,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.833772 35.227445),0,9th Street,35.2297,-80.835,42.0,33.0,37.2,1.011,25.0,98.4,75.9,13.8,6.6,0.0,"Snow, Rain, Overcast"
20180204-1740-02,500 N CALDWELL ST,28202,35.23,-80.83,Central,476,Indoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,2018-02-04,2018,17,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.833772 35.227445),1,7th Street,35.22722,-80.83806,42.0,33.0,37.2,1.011,25.0,98.4,75.9,13.8,6.6,0.0,"Snow, Rain, Overcast"
20230511-1819-01,500 S TRYON ST,28202,35.22,-80.85,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,All Other Offenses,2023-05-11,2023,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847459 35.224178),3,3rd St/Convention,35.22361,-80.84306,80.8,56.9,69.7,0.0,0.0,48.7,56.7,8.2,9.8,0.0,Partially cloudy
20230511-1819-01,500 S TRYON ST,28202,35.22,-80.85,Central,476,Parking Deck,Commercial Place,Other - Commercial Place,All Other Offenses,2023-05-11,2023,18,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.847459 35.224178),4,Brooklyn Village,35.22139,-80.84694,80.8,56.9,69.7,0.0,0.0,48.7,56.7,8.2,9.8,0.0,Partially cloudy
20210716-0048-00,100 W 5TH ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2021-07-16,2021,0,Weekday,4,Sexual Violent Crimes,POINT (-80.841946 35.227994),1,7th Street,35.22722,-80.83806,92.3,72.7,81.7,0.0,0.0,41.9,71.0,14.0,9.8,0.0,Partially cloudy
20210716-0048-00,100 W 5TH ST,28202,35.23,-80.84,Central,476,Outdoors,Commercial Place,Bar/Tavern/Nightclub,Simple Assault,2021-07-16,2021,0,Weekday,4,Sexual Violent Crimes,POINT (-80.841946 35.227994),2,CTC/Arena,35.225,-80.84139,92.3,72.7,81.7,0.0,0.0,41.9,71.0,14.0,9.8,0.0,Partially cloudy
20230107-2151-00,200 S CHURCH ST,28202,35.23,-80.85,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2023-01-07,2023,21,Saturday,1,Property Theft and Vandalism,POINT (-80.845307 35.22733),2,CTC/Arena,35.225,-80.84139,55.9,37.0,46.4,0.0,0.0,73.0,58.9,7.3,9.9,0.0,Partially cloudy
20230107-2151-00,200 S CHURCH ST,28202,35.23,-80.85,Central,476,Parking Deck,Public/Non-Residential,Other - Public/Non-Residential,Theft From Motor Vehicle,2023-01-07,2023,21,Saturday,1,Property Theft and Vandalism,POINT (-80.845307 35.22733),3,3rd St/Convention,35.22361,-80.84306,55.9,37.0,46.4,0.0,0.0,73.0,58.9,7.3,9.9,0.0,Partially cloudy
20220911-0138-02,1400 S TRYON ST,28203,35.22,-80.86,Central,339,Outdoors,Open Area,Street/Highway,All Other Thefts,2022-09-11,2022,1,Sunday,1,Property Theft and Vandalism,POINT (-80.855588 35.216686),6,Bland,35.21583,-80.85528,84.0,71.0,76.4,0.047,29.17,86.8,83.5,10.1,9.4,0.0,"Rain, Partially cloudy"
20240806-1722-01,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2024-08-06,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),2,CTC/Arena,35.225,-80.84139,80.8,73.6,77.3,0.001,4.17,93.9,80.0,15.6,9.8,0.0,"Rain, Overcast"
20240806-1722-01,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2024-08-06,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),3,3rd St/Convention,35.22361,-80.84306,80.8,73.6,77.3,0.001,4.17,93.9,80.0,15.6,9.8,0.0,"Rain, Overcast"
20240806-1722-01,400 E MARTIN LUTHER KING JR BV,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Hotel/Motel,All Other Thefts,2024-08-06,2024,17,Weekday,1,Property Theft and Vandalism,POINT (-80.843363 35.222248),4,Brooklyn Village,35.22139,-80.84694,80.8,73.6,77.3,0.001,4.17,93.9,80.0,15.6,9.8,0.0,"Rain, Overcast"
20171030-0309-02,500 N TRYON ST,28202,35.23,-80.84,Central,476,Outdoors,Open Area,Street/Highway,All Other Offenses,2017-10-30,2017,3,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.838738 35.230244),0,9th Street,35.2297,-80.835,61.1,31.2,45.9,0.0,0.0,0.9,60.6,8.7,9.9,0.0,Clear
20220714-2127-00,2100 SOUTHEND DR,28203,35.21,-80.86,Providence,3,Indoors,Residential,Apartment/Duplex Private Res,Other Unlisted Non-Criminal,2022-07-14,2022,21,Weekday,3,"""Regulatory and Non-Violent Offenses""",POINT (-80.859618 35.207236),7,East/West,35.21194,-80.85917,86.9,72.8,79.0,0.0,0.0,83.6,73.1,9.0,9.5,0.0,Partially cloudy
20191110-1036-00,2100 SOUTHEND DR,28203,35.21,-80.86,Providence,3,Parking Deck,Residential,Apartment/Duplex Private Res,Damage/Vandalism Of Property,2019-11-10,2019,10,Sunday,1,Property Theft and Vandalism,POINT (-80.859618 35.207236),7,East/West,35.21194,-80.85917,63.1,30.9,46.9,0.0,0.0,15.5,65.9,10.1,9.4,0.0,Clear
20190314-1153-02,200 ALPHA MILL LN,28206,35.23,-80.83,Central,476,Outdoors,Residential,Apartment/Duplex Private Res,Burglary/B&E,2019-03-14,2019,11,Weekday,7,"""Financial and Personal Crimes""",POINT (-80.832261 35.231461),0,9th Street,35.2297,-80.835,74.6,48.0,61.7,0.0,0.0,63.2,65.7,15.8,9.9,0.0,Partially cloudy
20251207-2218-00,400 E 4TH ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2025-12-07,2025,22,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841164 35.223788),2,CTC/Arena,35.225,-80.84139,41.8,33.2,37.1,0.0,0.0,53.5,89.7,4.8,2.4,0.0,Partially cloudy
20251207-2218-00,400 E 4TH ST,28202,35.22,-80.84,Central,476,Indoors,Commercial Place,Other - Commercial Place,Burglary/B&E,2025-12-07,2025,22,Sunday,7,"""Financial and Personal Crimes""",POINT (-80.841164 35.223788),3,3rd St/Convention,35.22361,-80.84306,41.8,33.2,37.1,0.0,0.0,53.5,89.7,4.8,2.4,0.0,Partially cloudy
20190122-0919-00,600 E TRADE ST,28202,35.22,-80.84,Central,476,Other,Public/Non-Residential,Government Building,Pornography/Obscene Material,2019-01-22,2019,9,Weekday,2,Sexual Offenses Against Privacy,POINT (-80.83802 35.222915),1,7th Street,35.22722,-80.83806,41.0,23.5,32.9,0.0,0.0,59.1,30.4,8.3,9.9,0.0,Partially cloudy
